,pincode,user_count
10372,570009,51
10410,571118,51
1810,208006,51
9281,518319,51
4671,361347,51
9783,531032,51
3906,311602,51
3903,311407,51
10625,573220,51
4342,333034,51
9637,523333,51
18232,801113,51
4697,362240,51
4685,362140,51
12948,631051,51
12949,631052,51
3816,306021,51
3795,305627,51
7260,445303,51
7115,442710,51
3779,305401,51
4264,331701,51
16839,759017,51
16819,758041,51
16824,758047,51
6470,416230,51
1767,206248,51
9218,517526,51
9225,517581,51
4281,332041,51
11522,600018,51
17005,762107,51
5705,400614,51
8108,492006,51
17092,766020,51
17078,765029,51
17069,765018,51
13309,638109,51
15032,700037,51
7458,460004,51
12016,611111,51
12021,612002,51
12030,612203,51
9073,516108,51
474,141123,51
5287,389232,51
4633,360590,51
13422,641025,51
5251,388530,51
552,143108,51
5214,388225,51
9720,524406,51
17041,764052,52
15031,700036,52
11583,600080,52
15219,712103,52
19077,843165,52
5322,390020,52
13330,638402,52
13331,638451,52
7475,460668,52
15146,700151,52
15149,700154,52
5131,385130,52
13338,638458,52
3028,262124,52
13447,641062,52
8135,493331,52
12859,629502,52
2995,251327,52
13351,638657,52
9144,516504,52
19340,851202,52
48,110048,52
19325,851118,52
3082,262726,52
18460,813118,52
13605,670141,52
2521,232332,52
3547,283206,52
301,132037,52
15752,731102,52
10898,577434,52
17906,793002,52
6694,423204,52
9272,518218,52
9253,518010,52
13456,641111,52
11647,602023,52
13313,638115,52
17178,768040,52
10409,571117,52
16902,761010,52
16966,761207,52
8085,491338,52
16946,761119,52
4297,332403,52
4302,332601,52
10554,572140,52
10557,572175,52
16121,741317,52
8660,505402,52
7621,466661,52
11079,581355,52
11133,583114,52
440,141002,52
8702,505528,52
8696,505505,52
5266,388713,52
13414,641017,52
15117,700122,52
15133,700138,52
553,143109,52
542,143008,52
526,142048,52
494,141421,52
16817,758038,52
6414,416003,52
16841,759019,52
8004,486450,52
16832,758083,52
18761,828301,52
5040,383215,52
13531,642203,52
2826,247453,52
18869,833218,52
18832,831015,52
13231,637013,52
10316,562127,52
10358,563139,52
1747,206003,52
8228,495447,52
18288,802183,52
9772,531021,52
3914,311805,52
7117,442902,52
570,143301,52
12952,631151,52
13771,673506,52
2426,230002,52
11650,602026,52
11655,602108,52
5368,391510,52
3270,272177,52
3303,273010,52
13019,632315,52
18267,802130,52
3790,305621,52
6240,414604,52
6214,414111,52
2071,221305,52
16723,756171,52
2760,246439,52
16739,757025,52
16743,757029,52
2047,221103,52
8603,504272,52
11018,581202,52
11024,581208,52
9383,521178,52
16773,757079,52
10670,574210,52
16746,757032,52
16797,758016,52
2406,229311,52
13659,670650,52
9628,523316,52
9618,523281,52
797,147002,52
733,144527,52
700,144410,52
18089,797116,52
151,123028,52
9356,521120,52
6801,425417,52
6418,416007,52
16843,759021,52
10290,561210,52
16749,757035,52
4131,323304,52
221,125077,52
10747,575030,52
12312,622104,52
12313,622201,52
12299,621803,52
6875,431151,52
4164,325206,52
12703,627812,52
8574,503311,52
4590,360024,52
13792,673574,52
4563,344705,52
11955,609403,52
15974,735221,52
2479,231222,52
11384,587202,52
3452,277203,52
3454,277205,52
9389,521190,52
10958,577589,52
16384,751013,52
16354,744103,52
8592,504207,52
8582,504105,52
12335,622504,52
4197,326516,52
8273,496225,52
17472,783123,52
6163,413602,52
3490,281206,52
3471,277501,52
15570,721453,52
10991,581105,52
10981,580030,52
15619,721645,52
15598,721603,52
2671,244504,52
17631,785615,52
4071,321609,52
14252,682030,52
8898,508377,52
9421,521325,52
9571,523167,52
8756,506319,52
2516,232327,52
13070,635113,52
9869,532443,52
18034,796081,52
7871,481665,52
11830,606704,52
11818,606303,52
15653,722135,52
15657,722139,52
13561,643217,52
13184,636306,52
11841,606755,52
16753,757039,52
6142,413516,52
4474,341517,52
16631,755036,52
6149,413523,52
6884,431211,52
12286,621712,52
12281,621707,52
2139,222148,52
2143,222165,52
7821,480338,52
5996,412205,52
4519,342801,52
8389,500073,52
6063,413130,52
6051,413107,52
6883,431209,52
1488,190005,52
286,131103,52
259,127041,52
13155,636107,52
8840,507318,52
2635,243720,52
15664,722146,52
18005,795135,52
17991,795118,52
10955,577557,52
7038,441302,52
2236,225120,52
11223,584134,52
3728,303704,52
6907,431519,52
12739,628204,52
17673,785691,52
7853,481116,52
17621,785112,52
10168,535593,52
2299,226029,52
3930,312207,52
3927,312204,52
1423,182126,52
1415,181224,52
1221,176061,52
1379,180003,52
1304,176320,52
2186,224146,52
16447,752080,52
11234,584203,52
9926,533247,52
906,152128,52
1167,175124,52
17976,795009,52
8500,502302,52
9953,533295,52
10934,577536,52
9986,533440,52
352,134113,52
335,133202,52
2549,233310,52
13091,635302,52
13093,635304,52
4955,382240,52
12136,614622,52
4526,343023,52
6048,413104,52
6033,412803,52
12184,620007,52
5963,411043,52
14549,688006,52
11315,585421,52
5544,396126,52
18625,824114,52
7237,445002,52
4683,362130,52
16897,761005,52
16877,759141,52
6775,425302,52
17219,768226,52
10340,563121,52
17242,770001,52
2380,229130,52
3877,307513,52
3879,307515,52
7171,444204,52
4718,362610,52
8634,505174,52
5689,400098,52
7245,445201,52
12430,624614,52
12419,624304,52
10420,571128,52
10397,571103,52
8044,488051,52
16850,759028,52
4733,363040,52
11998,610203,52
8192,494448,52
4359,333504,52
6633,422013,52
5376,391774,52
15261,712303,52
15262,712304,52
3087,262803,52
12444,624706,52
12452,624802,53
10480,571432,53
16998,762100,53
3037,262311,53
3019,261404,53
15050,700055,53
9093,516215,53
19262,847410,53
9856,532407,53
4621,360530,53
5333,391120,53
16999,762101,53
12504,625518,53
6642,422202,53
6695,423205,53
6697,423208,53
9459,522111,53
11381,587155,53
11370,587115,53
210,125049,53
7283,450554,53
13787,673542,53
630,144009,53
5782,402203,53
17564,784169,53
17565,784170,53
17495,783336,53
17447,782429,53
4159,325201,53
16710,756134,53
16754,757040,53
7928,484114,53
9021,515531,53
13287,638006,53
1890,209736,53
4290,332312,53
14053,679576,53
8184,494336,53
16975,761217,53
10543,572128,53
10016,534134,53
6631,422011,53
10570,572221,53
12532,625602,53
12537,625702,53
12516,625530,53
4368,333801,53
4354,333308,53
9963,533341,53
1408,181202,53
4016,314023,53
10910,577512,53
8833,507301,53
291,131306,53
15763,731132,53
2538,233231,53
9212,517503,53
5216,388235,53
13324,638312,53
5191,387570,53
15134,700139,53
11537,600034,53
13377,639107,53
17912,793008,53
13873,676523,53
6961,431807,53
12183,620006,53
17778,788026,53
10870,577233,53
6073,413208,53
12196,620019,53
8973,515002,53
15903,734203,53
8863,508217,53
13859,676501,53
11854,606904,53
13864,676506,53
4534,343039,53
10037,534211,53
13869,676517,53
4349,333302,53
12990,632009,53
12967,631302,53
3860,307019,53
18147,799141,53
9737,530008,53
13690,671313,53
7150,444003,53
11620,600120,53
8197,494553,53
4277,332028,53
17243,770002,53
17238,769015,53
17202,768202,53
17207,768213,53
16894,761002,53
11797,606103,53
9453,522017,53
9455,522019,53
261,127043,53
18626,824115,53
3589,285126,53
11298,585329,53
15701,722202,53
6002,412211,53
6004,412213,53
17768,788006,53
7824,480449,53
10849,577211,53
17732,786611,53
12214,621010,53
15667,722149,53
4653,361160,53
4655,361170,53
573,143304,53
9784,531033,53
420,140308,53
18257,802118,53
18241,801307,53
13261,637301,53
18941,841212,53
9324,518563,53
13237,637020,53
15362,713201,53
11691,603310,53
4663,361306,53
7614,466221,53
3904,311408,53
6906,431518,53
17688,786003,53
4767,364006,53
13077,635120,53
3718,303508,53
3720,303510,53
4932,382007,53
2220,224210,53
3384,274703,53
174,124106,53
199,125004,53
8019,486885,53
10315,562126,53
7548,464258,53
13491,641687,53
10086,534342,53
4230,328028,53
17266,770039,53
12598,626204,53
6445,416122,53
4173,325219,53
12383,623601,53
14834,691536,53
11724,604306,53
4444,341028,53
6129,413503,53
16095,741202,53
17299,781019,53
17289,781009,53
14202,680683,53
12384,623603,53
12367,623523,53
7849,481102,53
17666,785684,53
1493,190010,53
10133,535216,53
1542,193103,53
17637,785625,53
13156,636108,53
5050,383255,53
637,144021,53
638,144022,53
13649,670631,53
3722,303601,53
7617,466446,53
7606,466111,53
2453,230306,53
9665,524134,53
8916,509152,53
5480,394440,53
13198,636453,53
603,143519,53
2323,227302,53
9777,531026,53
7107,442606,53
12076,613204,53
12124,614601,53
11232,584170,53
7026,441210,53
2226,224231,53
18016,795147,53
5466,394340,53
1680,203002,53
1719,204214,53
3523,283112,53
3563,284201,53
7572,465116,53
18688,825325,53
12289,621715,53
16615,755012,53
1619,201318,53
4186,326035,53
4814,365421,53
4817,365440,53
2522,232333,53
366,135021,53
3777,305206,53
5610,400007,53
4843,370020,53
257,127035,53
4448,341301,53
4425,335702,53
3481,281104,53
3469,277402,53
10700,574241,53
16734,757020,53
12660,627423,53
4846,370105,53
15643,722102,53
810,147203,53
16408,752015,53
16399,751030,53
16378,751006,53
619,143604,53
3447,277121,53
11802,606108,53
896,152112,53
879,152001,53
1132,175024,53
977,171226,53
950,171102,53
903,152122,53
4527,343024,53
12132,614618,53
11632,601101,53
4202,326529,53
1305,176321,53
17882,791122,53
10945,577547,53
10918,577520,53
10919,577521,53
17984,795107,53
14966,695564,53
6614,421505,53
8056,490001,53
17150,767068,53
10384,570022,53
10421,571129,53
5089,384210,53
11628,600129,53
7655,470672,53
13694,671317,53
13666,670673,53
4723,362650,53
16842,759020,53
13494,642002,53
14999,700004,53
3200,271319,53
29,110029,53
9110,516309,53
17061,764086,53
10587,573118,53
4248,331302,53
18208,800011,53
18209,800012,53
18196,799289,53
16150,742137,53
7198,444604,53
8652,505306,53
18189,799280,53
13388,639118,53
5158,387002,53
9238,517620,53
18167,799211,53
13730,673019,53
13395,639205,53
26,110026,53
9204,517423,54
18176,799261,54
2998,261125,54
9716,524402,54
16129,741504,54
18191,799284,54
5172,387330,54
6681,423102,54
12004,611001,54
18193,799286,54
10537,572122,54
16951,761124,54
10568,572219,54
1947,210432,54
16944,761117,54
8070,491107,54
11554,600051,54
9081,516150,54
5313,390010,54
13375,639105,54
5148,385540,54
9105,516268,54
15049,700054,54
6652,422212,54
12458,625006,54
4315,332712,54
19042,843106,54
102,121009,54
6668,422502,54
6659,422303,54
12487,625207,54
626,144005,54
4575,345028,54
5762,402104,54
9839,532222,54
4588,360022,54
4156,325003,54
5766,402108,54
3767,305022,54
3839,306422,54
2446,230144,54
16766,757053,54
224,125102,54
1636,202135,54
12723,628003,54
2136,222144,54
1594,201015,54
1627,202126,54
10201,560034,54
17506,783361,54
18664,825102,54
4128,323025,54
17594,784523,54
17575,784180,54
11783,605752,54
9420,521324,54
11216,584127,54
11203,584113,54
8774,506368,54
374,136026,54
16726,757001,54
11415,591107,54
15496,721148,54
15483,721134,54
16808,758028,54
6234,414503,54
1643,202142,54
17417,782106,54
6164,413603,54
17459,782461,54
17407,781381,54
12640,627351,54
16733,757019,54
183,124201,54
3470,277403,54
11380,587154,54
1652,202282,54
837,148105,54
840,148108,54
10960,577598,54
18740,828121,54
16337,743507,54
13061,635104,54
5631,400029,54
18012,795143,54
13830,673645,54
13886,678004,54
7574,465220,54
15627,721653,54
18043,796261,54
817,148020,54
10995,581109,54
16592,754248,54
4416,335504,54
13161,636113,54
5523,395023,54
17604,785006,54
1568,194102,54
10163,535579,54
1522,192125,54
17629,785613,54
18307,802219,54
13040,632511,54
9610,523265,54
18058,796701,54
18092,798602,54
9632,523328,54
5475,394380,54
13211,636705,54
13187,636309,54
2063,221207,54
16792,758001,54
10668,574202,54
227,125106,54
7018,441202,54
2231,224284,54
13800,673585,54
13801,673586,54
7842,480991,54
7087,442302,54
7054,441804,54
11909,608702,54
7323,452014,54
13796,673579,54
4457,341319,54
4769,364060,54
4923,380054,54
17696,786101,54
1465,184206,54
6109,413309,54
6913,431536,54
4452,341305,54
10306,562112,54
10355,563136,54
1758,206130,54
1746,206002,54
11743,605003,54
1730,205147,54
11684,603303,54
6809,425426,54
16068,741125,54
17354,781310,54
8253,495683,54
11300,585331,54
4442,341026,54
6115,413322,54
17712,786158,54
8896,508374,54
18636,824129,54
3605,301020,54
14585,688561,54
12221,621103,54
5566,396321,54
15679,722162,54
4063,321410,54
17769,788007,54
10838,577168,54
13025,632401,54
3833,306305,54
18264,802127,54
18119,799008,54
8623,504323,54
18231,801112,54
2457,230404,54
408,140117,54
2861,248121,54
13781,673525,54
2441,230138,54
2411,229405,54
6819,425504,54
17316,781036,54
17371,781334,54
16528,754107,54
16518,754035,54
17751,787051,54
12800,628902,54
8426,501111,54
13871,676521,54
1440,182222,54
8839,507316,54
7359,454665,54
11314,585419,54
11317,585437,54
339,133206,54
13182,636304,54
5020,382810,54
7369,455221,54
281,131028,54
269,127307,54
13709,671542,54
11111,582117,54
12057,612904,54
16887,760006,54
12390,623704,54
12976,631561,54
7259,445302,54
10351,563132,54
6494,416403,54
4271,332021,54
9312,518468,54
3322,273203,54
5083,384130,54
14879,695013,54
14865,691601,54
11668,603107,54
4958,382255,54
12146,614703,54
12143,614630,54
1158,175101,54
9553,523101,54
11895,608102,54
4524,343021,54
1188,176023,54
17875,791111,54
10011,534112,54
4489,342013,54
7012,441111,54
1298,176314,54
1300,176316,54
7772,476134,54
5993,412202,54
12827,629164,54
1259,176120,54
15243,712203,54
1943,210428,54
17152,768001,54
6597,421203,54
12576,626129,54
16871,759126,54
12435,624619,54
10603,573135,54
3178,271203,54
1794,207250,54
589,143501,54
8684,505474,54
13671,670692,54
18217,800024,54
16993,762026,54
8169,494114,54
10464,571415,54
10450,571301,54
13451,641105,54
13452,641107,54
17081,766001,54
1858,209312,54
10523,572105,54
15225,712124,54
15217,712101,54
11634,601103,54
13304,638104,54
9276,518225,54
6644,422204,54
10573,572224,54
4377,334202,54
4798,364505,54
2225,224230,54
16419,752026,54
16424,752035,54
7800,477449,54
2179,224133,54
6975,440010,54
11318,585443,54
3741,303905,54
2531,233224,54
2536,233229,54
16467,752108,54
15759,731126,54
1400,181131,54
10912,577514,54
5017,382765,54
13363,639001,54
19416,854117,54
17908,793004,54
13848,676303,54
3941,312612,54
15115,700120,54
5244,388450,54
9046,515763,54
9054,515803,54
13322,638301,54
5255,388550,54
13424,641027,54
5326,390024,54
13301,638101,55
13290,638009,55
13284,638003,55
3043,262501,55
2983,251306,55
11528,600024,55
10451,571302,55
13121,635811,55
4695,362230,55
3775,305204,55
7612,466120,55
2458,230405,55
16058,737135,55
9279,518308,55
9270,518216,55
13453,641108,55
4129,323301,55
4119,322701,55
12282,621708,55
2151,222204,55
4451,341304,55
17724,786188,55
3817,306022,55
13021,632317,55
17821,788710,55
4498,342028,55
5994,412203,55
6067,413202,55
6056,413112,55
12182,620005,55
16514,754030,55
1457,184148,55
608,143527,55
9796,531083,55
16273,743297,55
11829,606703,55
13183,636305,55
9432,521344,55
252,127028,55
11368,587113,55
12521,625535,55
4365,333704,55
12540,625705,55
12530,625582,55
6729,424108,55
12436,624620,55
13078,635121,55
8802,507133,55
9233,517590,55
19216,847122,55
9088,516175,55
9171,517234,55
17105,766103,55
10404,571110,55
4356,333501,55
14037,679534,55
323,132157,55
13389,639119,55
3048,262523,55
5184,387430,55
5249,388510,55
7468,460553,55
17089,766017,55
7466,460449,55
4670,361345,55
13772,673507,55
2370,229103,55
6520,416507,55
6487,416312,55
14002,679326,55
14003,679327,55
6325,415508,55
13874,676525,55
13875,676528,55
5937,411016,55
9871,532455,55
3900,311402,55
574,143305,55
13740,673104,55
12943,631002,55
17896,792110,55
17932,793108,55
17955,794102,55
9908,533220,55
12891,630108,55
13813,673613,55
12100,614018,55
7101,442504,55
4276,332027,55
6776,425303,55
12408,624208,55
17200,768200,55
1781,207122,55
14009,679333,55
12141,614628,55
961,171210,55
18947,841218,55
18953,841224,55
9311,518467,55
9300,518411,55
5374,391761,55
13278,637502,55
13269,637405,55
13480,641659,55
5543,396125,55
280,131027,55
15666,722148,55
3636,301704,55
16809,758029,55
16795,758014,55
9291,518350,55
9289,518348,55
10296,562102,55
6833,431009,55
12333,622502,55
11912,608801,55
7326,452018,55
3716,303506,55
13142,636012,55
5557,396193,55
6293,415305,55
12370,623526,55
6783,425310,55
4176,325222,55
6817,425502,55
6805,425421,55
6458,416211,55
17301,781021,55
8277,496330,55
16024,736175,55
2488,231306,55
11831,606705,55
1316,177001,55
2222,224227,55
4014,314021,55
10909,577511,55
3089,262805,55
6205,414002,55
6181,413710,55
12669,627501,55
6211,414103,55
4179,325602,55
4181,326021,55
12622,627109,55
11119,582205,55
6979,440015,55
180,124113,55
9397,521225,55
5482,394510,55
3387,274801,55
7398,456776,55
3966,313203,55
15030,700035,55
15259,712301,55
7223,444807,55
9667,524142,55
467,141116,55
5636,400034,55
2382,229201,55
2383,229202,55
10740,575020,55
6851,431120,55
4139,323614,55
6870,431143,55
17569,784174,55
1635,202134,55
18763,828303,55
8931,509219,55
4853,370155,55
13072,635115,55
4874,370465,55
15955,735202,55
8282,496440,55
6172,413701,55
4449,341302,55
2113,222105,55
7179,444401,55
11196,583282,55
11183,583235,55
11174,583226,55
3829,306301,55
378,136034,55
373,136021,55
377,136033,55
9977,533429,55
17910,793006,55
17900,792122,55
13856,676317,55
12838,629175,55
5944,411023,55
18190,799281,55
16133,741508,55
12309,622101,55
4778,364150,55
13027,632404,55
13082,635126,55
13087,635205,55
2138,222146,55
6915,431540,55
16569,754212,55
6144,413518,55
4027,314035,55
13493,642001,55
8990,515211,55
5444,394190,55
5437,394150,55
2907,249175,55
7526,462041,55
9447,522005,55
15648,722121,55
17503,783350,55
17528,784025,55
10183,560015,55
17597,784526,55
17572,784177,55
17623,785602,55
2863,248123,55
18899,835212,55
17782,788099,55
17763,788001,55
17831,788726,55
17795,788114,55
12829,629166,55
7240,445103,55
15872,733212,55
2548,233307,55
3627,301413,55
2542,233301,55
3730,303712,55
5602,396580,55
4392,334808,55
10602,573134,55
18155,799155,55
4635,361002,55
4637,361004,55
8553,503206,55
10988,581102,55
9827,532195,55
13791,673573,55
12920,630502,55
7657,470675,55
7155,444102,55
7142,443304,55
3874,307510,55
18143,799125,55
8639,505188,55
5696,400602,55
5703,400610,55
241,126113,55
3928,312205,55
3917,312021,55
9198,517416,55
9209,517432,55
19338,851135,55
10476,571428,55
12039,612503,55
5014,382750,55
9521,522438,55
3712,303502,55
11872,607108,55
11851,606901,55
12500,625514,55
6687,423109,55
6674,422606,55
14113,680506,55
4243,331028,55
4236,331021,55
6733,424202,55
1937,210422,55
1922,210126,55
1894,209745,55
17042,764055,55
4306,332702,55
1868,209602,55
6701,423302,55
6696,423206,55
17002,762104,55
11535,600032,55
5319,390017,55
5320,390018,55
19060,843124,55
13397,639207,55
10491,571443,56
5327,390025,56
19131,844501,56
19063,843127,56
4310,332707,56
4335,333027,56
8116,492014,56
17028,764038,56
16954,761131,56
16930,761101,56
1923,210128,56
6724,424103,56
2583,242220,56
11857,606907,56
3690,303107,56
3693,303110,56
10459,571401,56
294,131408,56
9529,522529,56
9516,522421,56
11606,600103,56
11586,600083,56
3184,271209,56
9019,515511,56
18981,841316,56
13463,641302,56
13450,641104,56
425,140412,56
9635,523331,56
2422,229802,56
2424,229881,56
11837,606751,56
13014,632301,56
18299,802211,56
8730,506151,56
8736,506168,56
4096,322205,56
4087,322028,56
4030,314038,56
17710,786156,56
1480,185202,56
11835,606709,56
17627,785611,56
17632,785616,56
10805,577111,56
4076,321614,56
6959,431805,56
12187,620010,56
12179,620002,56
10861,577224,56
7794,477333,56
206,125042,56
6047,413103,56
12180,620003,56
4025,314032,56
6963,431809,56
2144,222170,56
12198,620021,56
17733,786612,56
17734,786613,56
16093,741181,56
13075,635118,56
4783,364260,56
2899,249145,56
3338,273405,56
15341,713149,56
15386,713315,56
12306,622003,56
7865,481551,56
13239,637101,56
5411,393040,56
11669,603108,56
1601,201201,56
10153,535526,56
16650,756028,56
2122,222127,56
7872,481666,56
17516,783382,56
17512,783375,56
1623,202122,56
5509,394730,56
5072,383430,56
13170,636138,56
13168,636121,56
15626,721652,56
15620,721646,56
5991,412115,56
11985,610001,56
3815,306001,56
7385,456331,56
3587,285124,56
5065,383340,56
5044,383235,56
17784,788102,56
12815,629152,56
1424,182128,56
18811,829204,56
7405,457331,56
2882,248198,56
2840,247671,56
6881,431207,56
2525,232340,56
8288,496665,56
7894,482008,56
16643,756021,56
364,135002,56
18306,802218,56
9601,523247,56
11259,585226,56
11250,585217,56
11960,609503,56
3949,312623,56
6993,440030,56
3886,311021,56
16151,742138,56
7221,444805,56
13844,676122,56
5950,411030,56
10936,577538,56
7025,441209,56
7011,441110,56
10884,577419,56
4006,313901,56
15622,721648,56
15650,722132,56
11784,605754,56
9991,533448,56
1380,180004,56
1272,176206,56
12621,627108,56
17406,781380,56
16031,736201,56
11195,583281,56
7939,484446,56
7942,484552,56
2059,221201,56
16744,757030,56
17399,781372,56
8265,496111,56
6213,414106,56
12646,627357,56
6229,414401,56
6231,414403,56
6212,414105,56
4091,322034,56
15257,712250,56
11514,600010,56
11515,600011,56
6206,414003,56
6207,414005,56
3412,276127,56
3342,273409,56
7408,457339,56
186,124401,56
5032,382870,56
5489,394540,56
3404,275307,56
3460,277213,56
3461,277214,56
11448,591212,56
15508,721160,56
11722,604304,56
7767,475685,56
7006,441105,56
9394,521213,56
5018,382775,56
9715,524401,56
9679,524228,56
1683,203132,56
18946,841217,56
13270,637406,56
5341,391152,56
3680,303006,56
2016,212651,56
2032,215126,56
16796,758015,56
13134,636004,56
13146,636016,56
18624,824113,56
18502,814118,56
15681,722164,56
3726,303701,56
3714,303504,56
8771,506365,56
11852,606902,56
17321,781101,56
17374,781338,56
4125,323022,56
12339,622515,56
11222,584133,56
17302,781022,56
16814,758035,56
16836,759014,56
4642,361009,56
16173,742174,56
7079,442104,56
9905,533216,56
8507,502312,56
8531,503108,56
13817,673620,56
13803,673592,56
7005,441104,56
17935,793111,56
8492,502290,56
17188,768105,56
4352,333305,56
17221,768228,56
1768,206249,56
4379,334303,56
6515,416502,56
6609,421402,56
10621,573216,56
16851,759039,56
2512,232120,56
3676,303002,56
11904,608501,56
10425,571189,56
306,132054,56
8825,507201,56
8815,507163,56
13104,635701,56
4961,382305,56
10994,581108,56
8585,504110,56
5733,401301,56
9800,531105,56
809,147202,56
8556,503213,56
9876,532460,56
2309,226401,56
3937,312603,56
2259,225403,56
2261,225405,56
4632,360579,56
520,142042,56
3866,307027,56
3867,307028,56
13420,641023,56
19320,851113,56
19305,848216,56
10470,571422,56
11386,587204,56
3494,281305,56
7122,442907,56
19213,847109,56
19282,848121,56
9466,522212,56
255,127031,56
246,126152,56
11373,587118,56
11376,587121,56
2335,227413,56
16262,743271,56
9441,521456,56
10402,571108,56
1820,208016,56
11817,606302,56
18431,811309,56
4922,380052,56
6628,422008,56
1961,211007,56
16914,761027,56
6721,424006,56
10581,573111,56
8150,493662,56
4357,333502,56
5296,389340,56
9102,516257,56
9168,517194,56
49,110049,56
1920,210123,56
13332,638452,56
17101,766037,56
17058,764078,56
13404,641007,56
3039,262402,56
5140,385410,56
5215,388230,56
19078,843301,57
5309,390006,57
13311,638111,57
105,121013,57
17014,764001,57
15070,700075,57
12468,625019,57
4321,332719,57
1935,210341,57
1895,209747,57
16992,762024,57
66,110067,57
10482,571434,57
5146,385530,57
13,110013,57
15566,721449,57
3465,277302,57
5456,394305,57
3920,312024,57
11419,591111,57
15607,721629,57
11750,605010,57
11804,606111,57
14704,689695,57
248,127022,57
18725,828104,57
225,125103,57
11020,581204,57
9468,522233,57
9762,530048,57
9768,531002,57
625,144004,57
16245,743222,57
4591,360025,57
4584,360006,57
9799,531087,57
16326,743435,57
9848,532312,57
16349,743704,57
16266,743287,57
10999,581113,57
4716,362565,57
8640,505208,57
12975,631553,57
11044,581320,57
2345,227814,57
7156,444103,57
12934,630606,57
7059,441901,57
7104,442603,57
13839,676106,57
13824,673637,57
13814,673614,57
12126,614612,57
4573,345026,57
8519,502335,57
12135,614621,57
1088,174303,57
5038,383205,57
5041,383220,57
3393,275201,57
11420,591112,57
13196,636451,57
2733,246171,57
3980,313329,57
3973,313321,57
447,141012,57
13685,671123,57
13687,671310,57
11154,583136,57
7209,444709,57
4737,363320,57
4724,362710,57
16132,741507,57
7200,444606,57
7231,444904,57
7232,444905,57
8653,505307,57
18185,799275,57
9718,524404,57
16106,741248,57
16111,741253,57
3892,311030,57
5932,411011,57
10970,580008,57
6978,440014,57
4548,344027,57
13850,676305,57
2201,224172,57
2224,224229,57
4002,313801,57
9989,533446,57
1185,176001,57
7566,464990,57
3590,285127,57
3575,284401,57
5518,395008,57
5071,383422,57
7392,456661,57
3617,301403,57
288,131302,57
11146,583127,57
7239,445102,57
2388,229207,57
3832,306304,57
3823,306105,57
10029,534201,57
7553,464651,57
7540,464113,57
7535,462420,57
15473,721124,57
153,123034,57
138,122413,57
142,122504,57
11689,603308,57
11712,604203,57
17781,788098,57
18814,829207,57
149,123024,57
2181,224137,57
16508,754024,57
6053,413109,57
10057,534260,57
17730,786602,57
4512,342314,57
16559,754202,57
16561,754204,57
6927,431703,57
9624,523303,57
4790,364310,57
2440,230137,57
18248,802102,57
18290,802202,57
18287,802166,57
2445,230143,57
3773,305202,57
12235,621117,57
12233,621115,57
6909,431521,57
2130,222137,57
6896,431508,57
4085,322026,57
4086,322027,57
1585,201006,57
1505,191101,57
10123,535128,57
6078,413213,57
7856,481224,57
3284,272203,57
14860,691583,57
4118,322255,57
2926,249401,57
11680,603210,57
11476,591241,57
11479,591244,57
11671,603110,57
11709,604154,57
15006,700011,57
2943,250106,57
13490,641671,57
5422,393145,57
16659,756038,57
2094,221602,57
7878,481778,57
17546,784144,57
6185,413714,57
17560,784165,57
16762,757049,57
6850,431118,57
6177,413706,57
16675,756058,57
390,136131,57
9596,523230,57
16000,736122,57
3857,306902,57
3835,306307,57
3828,306126,57
7588,465449,57
3754,304507,57
13089,635207,57
16022,736173,57
4431,335801,57
2026,212661,57
4199,326518,57
6225,414304,57
2056,221112,57
14231,682006,57
1717,204212,57
17345,781301,57
11639,601205,57
11521,600017,57
5373,391760,57
5400,392220,57
5392,392150,57
18960,841234,57
13253,637209,57
2621,243621,57
2623,243631,57
15719,723132,57
11825,606604,57
18542,815354,57
18531,815311,57
18581,821306,57
15673,722155,57
11800,606106,57
11788,605758,57
15943,735121,57
3727,303702,57
16755,757041,57
16756,757042,57
6463,416216,57
10305,562111,57
8244,495660,57
12361,623517,57
4177,325223,57
6810,425427,57
14007,679331,57
1759,206131,57
6281,415206,57
16820,758043,57
16813,758034,57
6469,416229,57
17245,770012,57
17216,768222,57
6774,425301,57
17195,768112,57
1795,207301,57
10374,570011,57
4387,334604,57
1779,207120,57
4343,333035,57
14538,686673,57
14540,686691,57
13614,670307,57
13606,670142,57
15833,733102,57
2530,233223,57
2537,233230,57
3740,303904,57
2517,232328,57
318,132116,57
13079,635122,57
8800,507128,57
350,134109,57
6706,423501,57
12447,624709,57
1807,208003,57
16907,761015,57
1945,210430,57
8059,490011,57
16915,761028,57
12420,624306,57
12523,625537,57
4366,333705,57
8178,494229,57
1851,209304,57
1844,209209,57
9176,517257,57
1905,209862,57
3694,303119,57
13555,643211,57
15758,731125,57
18496,814110,57
337,133204,57
8828,507204,57
313,132107,57
303,132040,57
15180,711225,57
15226,712125,57
15218,712102,57
8146,493555,57
13294,638051,57
11595,600092,57
11637,601203,57
2970,250622,57
13462,641301,57
14959,695541,57
3265,272171,57
15055,700060,58
7481,461116,58
3020,261405,58
5151,385555,58
5139,385360,58
13327,638315,58
5310,390007,58
15125,700130,58
15126,700131,58
15154,700159,58
9227,517583,58
15022,700027,58
15014,700019,58
17007,762110,58
4309,332706,58
6707,423502,58
6698,423212,58
23,110023,58
19317,851101,58
10553,572139,58
1893,209743,58
9103,516259,58
3683,303009,58
3628,301414,58
9520,522437,58
